name,type,rating,tags,contestId,points,solvedCount,index
String Transformation,PROGRAMMING,2500,"['hashing', 'strings']",119,2000.0,468,D
Petr#,PROGRAMMING,2000,"['brute force', 'data structures', 'hashing', 'strings']",113,1000.0,2692,B
Help Far Away Kingdom,PROGRAMMING,800,['strings'],99,500.0,6459,A
Way Too Long Words,PROGRAMMING,800,['strings'],71,500.0,346964,A
Hard Work,PROGRAMMING,1300,['strings'],61,1000.0,3772,B
Writing a Song,PROGRAMMING,2100,"['brute force', 'dp', 'strings']",54,2000.0,495,D
Choosing Symbol Pairs,PROGRAMMING,1500,['strings'],50,1000.0,5497,B
Football,PROGRAMMING,1000,['strings'],43,500.0,51118,A
Test,PROGRAMMING,2200,"['hashing', 'strings']",25,,2124,E
Palisection,PROGRAMMING,2900,['strings'],17,,1475,E
Train and Peter,PROGRAMMING,1200,['strings'],8,,5403,A
Palindrome Degree,PROGRAMMING,2200,"['hashing', 'strings']",7,,3461,D
Vittorio Plays with LEGO Bricks,PROGRAMMING,2200,"['dp', 'geometry']",1776,,1228,B
Pebbles and Beads,PROGRAMMING,2900,"['data structures', 'geometry']",1735,3000.0,190,F
Hard Way,PROGRAMMING,800,['geometry'],1642,500.0,15873,A
Covering Circle,PROGRAMMING,3500,['geometry'],1641,3000.0,92,F
Eligible Segments,PROGRAMMING,3200,['geometry'],1584,3250.0,200,G
Framing Pictures,PROGRAMMING,2900,['geometry'],1578,,148,F
Managing Telephone Poles,PROGRAMMING,2400,"['data structures', 'geometry']",1575,,231,M
Fly Around the World,PROGRAMMING,3500,"['dp', 'geometry']",1517,4000.0,63,H
5G Antenna Towers,PROGRAMMING,2700,['geometry'],1423,,70,E
Spiderweb Trees,PROGRAMMING,3500,"['dp', 'geometry', 'trees']",1326,4000.0,69,G
Aerodynamic,PROGRAMMING,1800,['geometry'],1299,1000.0,4991,B
Geolocation,PROGRAMMING,3400,['geometry'],1220,3500.0,46,G
Guarding warehouses,PROGRAMMING,3000,"['data structures', 'geometry']",1218,,65,B
Low Budget Inception,PROGRAMMING,3100,"['brute force', 'geometry']",1167,,145,G
Power Transmission (Easy Edition),PROGRAMMING,1900,"['brute force', 'geometry']",1163,1000.0,3111,C1
Inscribed Figures,PROGRAMMING,1400,['geometry'],1156,,7919,A
Satanic Panic,PROGRAMMING,2900,"['dp', 'geometry']",1146,3750.0,415,H
U2,PROGRAMMING,2400,['geometry'],1142,1500.0,1148,C
Polygon for the Angle,PROGRAMMING,1600,"['brute force', 'geometry']",1096,,6510,C
The Fair Nut and Rectangles,PROGRAMMING,2400,"['data structures', 'dp', 'geometry']",1083,2000.0,3679,E
Say Hello,PROGRAMMING,2300,['geometry'],1046,,301,I
Optimal Polygon Perimeter,PROGRAMMING,2100,"['dp', 'geometry']",1044,1500.0,1197,C
Vasya and Cornfield,PROGRAMMING,1100,['geometry'],1030,500.0,11765,B
Disjoint Triangles,PROGRAMMING,2700,['geometry'],1025,2750.0,629,F
Careful Maneuvering,PROGRAMMING,2100,"['bitmasks', 'brute force', 'geometry']",993,1000.0,1475,C
Hag's Khashba,PROGRAMMING,2600,['geometry'],975,2500.0,299,E
Pair Of Lines,PROGRAMMING,2000,['geometry'],961,,4071,D
Guard Duty (hard),PROGRAMMING,2700,['geometry'],958,,175,E3
Fifa and Fafa,PROGRAMMING,1600,['geometry'],935,1250.0,4618,C
Escape Through Leaf,PROGRAMMING,2700,"['data structures', 'dp', 'geometry']",932,2500.0,2429,F
Symmetric Projections,PROGRAMMING,2900,['geometry'],886,3000.0,262,F
Lada Malina,PROGRAMMING,3400,"['data structures', 'geometry']",853,2500.0,63,E
Bob and stages,PROGRAMMING,3000,"['dp', 'geometry']",852,,142,H
Tell Your World,PROGRAMMING,1600,"['brute force', 'geometry']",849,1000.0,3465,B
Gleb And Pizza,PROGRAMMING,1100,['geometry'],842,1000.0,9951,B
Mages and Monsters,PROGRAMMING,3100,"['data structures', 'geometry']",792,,197,F
Volatile Kite,PROGRAMMING,1800,['geometry'],772,1000.0,3086,B
Hongcow Draws a Circle,PROGRAMMING,3200,['geometry'],744,2250.0,115,D
Cowboy Beblop at his computer,PROGRAMMING,2800,['geometry'],717,,201,I
Iron Man,PROGRAMMING,3300,"['data structures', 'geometry', 'trees']",704,2500.0,265,E
Recover Polygon (medium),PROGRAMMING,2600,['geometry'],690,,192,B2
Chain Reaction,PROGRAMMING,3000,"['brute force', 'geometry']",666,2000.0,257,D
Number of Parallelograms,PROGRAMMING,1900,['geometry'],660,,3781,D
Product Sum,PROGRAMMING,2600,"['data structures', 'dp', 'geometry']",631,2500.0,2179,E
Area of a Star,PROGRAMMING,2100,['geometry'],630,,1050,P
Arrow,PROGRAMMING,2000,['geometry'],630,,720,O
Robot Arm,PROGRAMMING,2500,"['data structures', 'geometry']",618,2500.0,583,E
Freelancer's Dreams,PROGRAMMING,2400,['geometry'],605,1500.0,1084,C
Area of Two Circles' Intersection,PROGRAMMING,2000,['geometry'],600,,2113,D
Cut Length,PROGRAMMING,2900,['geometry'],598,,349,F
Spectator Riots,PROGRAMMING,2800,['geometry'],575,,234,E
Max and Min,PROGRAMMING,2500,['geometry'],566,2500.0,331,G
Crazy Town,PROGRAMMING,1700,['geometry'],498,500.0,6313,A
Captain Marmot,PROGRAMMING,2000,"['brute force', 'geometry']",474,1500.0,3049,C
Restore Cube ,PROGRAMMING,2000,"['brute force', 'geometry']",464,1500.0,1656,B
Gena and Second Distance,PROGRAMMING,3100,['geometry'],442,2500.0,167,E
The Child and Polygon,PROGRAMMING,2500,"['dp', 'geometry']",437,2500.0,686,E
Playing the ball,PROGRAMMING,2600,['geometry'],420,2000.0,212,E
Hill Climbing,PROGRAMMING,2200,"['dfs and similar', 'geometry', 'trees']",406,2000.0,1113,D
Lightbulb for Minister,PROGRAMMING,,['geometry'],394,2500.0,114,E
Fox and Meteor Shower,PROGRAMMING,3100,['geometry'],388,2500.0,117,E
Bear and Floodlight,PROGRAMMING,2200,"['bitmasks', 'dp', 'geometry']",385,2000.0,793,D
Cookie Clicker,PROGRAMMING,2800,"['dp', 'geometry']",377,2500.0,439,E
Cupboard and Balloons,PROGRAMMING,1900,['geometry'],342,1500.0,1810,C
Maximal Area Quadrilateral,PROGRAMMING,2100,"['brute force', 'geometry']",340,3000.0,2014,B
Kalila and Dimna in the Logging Industry,PROGRAMMING,2100,"['dp', 'geometry']",319,1500.0,4678,C
Tennis Rackets,PROGRAMMING,2700,"['brute force', 'geometry']",309,2000.0,170,D
Rectangle Puzzle,PROGRAMMING,2000,['geometry'],280,500.0,1439,A
The Last Hole!,PROGRAMMING,2600,"['brute force', 'geometry']",274,1500.0,345,C
Magic Box,PROGRAMMING,1600,"['brute force', 'geometry']",231,2000.0,4015,D
Where do I Turn?,PROGRAMMING,1300,['geometry'],227,500.0,4012,A
Special Olympics,PROGRAMMING,1900,['geometry'],199,1000.0,771,B
Surrounded,PROGRAMMING,1800,['geometry'],190,1000.0,2769,B
Zoo,PROGRAMMING,1700,"['brute force', 'geometry']",183,1000.0,671,B
Martian Colony,PROGRAMMING,3000,['geometry'],154,2500.0,87,E
Help Greg the Dwarf 2,PROGRAMMING,3000,['geometry'],142,2500.0,78,E
Wasted Time,PROGRAMMING,900,['geometry'],127,500.0,10644,A
Alternative Reality,PROGRAMMING,2400,['geometry'],119,2500.0,92,E
Igloo Skyscraper,PROGRAMMING,2500,"['data structures', 'geometry']",91,2500.0,582,E
Space mines,PROGRAMMING,2500,['geometry'],89,1500.0,224,D
Mogohu-Rea Idol,PROGRAMMING,2600,['geometry'],87,2500.0,536,E
Corridor,PROGRAMMING,2600,['geometry'],82,2500.0,215,E
Martian Food,PROGRAMMING,2800,['geometry'],77,2000.0,361,E
Plane of Tanks,PROGRAMMING,2900,"['brute force', 'geometry']",73,2000.0,72,F
Professor's task,PROGRAMMING,2700,"['data structures', 'geometry']",70,2000.0,914,D
Contact,PROGRAMMING,2900,['geometry'],68,2500.0,69,E
Save the City!,PROGRAMMING,2500,['geometry'],67,2500.0,310,E
Vacuum Сleaner,PROGRAMMING,2700,['geometry'],54,2500.0,185,E
Happy Farm 5,PROGRAMMING,2000,['geometry'],50,1500.0,723,C
Emperor's Problem,PROGRAMMING,2500,['geometry'],46,,107,G
Triangle,PROGRAMMING,1500,"['brute force', 'geometry']",18,,5629,A
Triangles,PROGRAMMING,2600,"['dp', 'geometry']",13,,587,D
Triangle,PROGRAMMING,900,"['brute force', 'geometry']",6,,18789,A
Commentator problem,PROGRAMMING,2600,['geometry'],2,,1494,C
Keep talking and nobody explodes -- easy,PROGRAMMING,,"['bitmasks', 'brute force', 'expression parsing']",1302,,72,F
Boolean Function,PROGRAMMING,3000,"['bitmasks', 'dp', 'expression parsing']",582,2500.0,471,E
Unambiguous Arithmetic Expression,PROGRAMMING,2600,"['dp', 'expression parsing']",115,2000.0,362,D
Title,PROGRAMMING,1600,['expression parsing'],59,1500.0,1995,C
bHTML Tables Analisys,PROGRAMMING,1700,['expression parsing'],51,1000.0,841,B
Maximize the Difference,PROGRAMMING,2700,"['bitmasks', 'brute force', 'dfs and similar']",1930,2750.0,563,F
Earn or Unlock,PROGRAMMING,2200,"['bitmasks', 'brute force', 'dp']",1854,1500.0,3256,B
We Need the Zero,PROGRAMMING,800,"['bitmasks', 'brute force']",1805,500.0,20182,A
Code Lock,PROGRAMMING,3300,"['bitmasks', 'dp']",1804,3500.0,168,H
Tree Cutting,PROGRAMMING,3200,"['bitmasks', 'dfs and similar', 'dp']",1799,3500.0,267,H
Cleaning Robot,PROGRAMMING,2400,"['bitmasks', 'dp']",1739,,1152,E
Almost Sorted,PROGRAMMING,2700,"['bitmasks', 'data structures', 'dp']",1730,3000.0,401,F
XOR Mixup,PROGRAMMING,800,"['bitmasks', 'brute force']",1698,250.0,27539,A
Cirno's Perfect Bitmasks Classroom,PROGRAMMING,800,"['bitmasks', 'brute force']",1688,500.0,20491,A
William The Oblivious ,PROGRAMMING,2400,"['bitmasks', 'data structures', 'dp', 'matrices']",1609,2750.0,1809,E
Robot Factory,PROGRAMMING,1400,"['bitmasks', 'dfs and similar']",1600,,3732,J
And Then There Were K,PROGRAMMING,800,['bitmasks'],1527,500.0,33353,A
Favorite Game,PROGRAMMING,3300,"['bitmasks', 'dp']",1523,3000.0,392,F
Communism,PROGRAMMING,3500,"['bitmasks', 'dp', 'trees']",1450,3750.0,219,G
Lookup Tables,PROGRAMMING,3000,['bitmasks'],1423,,99,I
Johnny and His Hobbies,PROGRAMMING,1200,"['bitmasks', 'brute force']",1362,1000.0,18197,B
Make It Ascending,PROGRAMMING,3000,"['bitmasks', 'brute force', 'dp']",1342,,654,F
Wise Men (Easy Version),PROGRAMMING,2600,"['bitmasks', 'brute force', 'dp', 'meet-in-the-middle']",1326,2000.0,801,F1
Reality Show,PROGRAMMING,2800,"['bitmasks', 'dp']",1322,2000.0,684,D
Make Them Similar,PROGRAMMING,2400,"['bitmasks', 'brute force', 'hashing', 'meet-in-the-middle']",1257,,1915,F
Keyboard Purchase,PROGRAMMING,2200,"['bitmasks', 'dp']",1238,,2696,E
Yet Another Substring Reverse,PROGRAMMING,2200,"['bitmasks', 'dp']",1234,,2327,F
Marbles,PROGRAMMING,2200,"['bitmasks', 'dp']",1215,2500.0,2894,E
Feeling Good,PROGRAMMING,3200,"['bitmasks', 'data structures']",1214,3500.0,271,G
Two Pizzas,PROGRAMMING,2100,"['bitmasks', 'brute force']",1185,2750.0,1791,F
And Reachability,PROGRAMMING,2200,"['bitmasks', 'dp']",1168,1500.0,2314,C
Neko Rules the Catniverse (Large Version),PROGRAMMING,3000,"['bitmasks', 'dp', 'matrices']",1152,750.0,579,F2
Neko Rules the Catniverse (Small Version),PROGRAMMING,2800,"['bitmasks', 'dp', 'matrices']",1152,2250.0,501,F1
Mystery Circuit,PROGRAMMING,,"['bitmasks', 'brute force']",1145,,773,C
Crisp String,PROGRAMMING,2500,"['bitmasks', 'dp']",1117,,505,F
Helping Hiasat ,PROGRAMMING,2200,"['bitmasks', 'brute force', 'dp', 'meet-in-the-middle']",1105,2500.0,1555,E
Professional layer,PROGRAMMING,3100,"['bitmasks', 'dp']",1103,3000.0,393,D
Petr and a Combination Lock,PROGRAMMING,1200,"['bitmasks', 'brute force', 'dp']",1097,1000.0,26000,B
Multidimensional Queries,PROGRAMMING,2300,"['bitmasks', 'data structures']",1093,,1800,G
Bicolorings,PROGRAMMING,1700,"['bitmasks', 'dp']",1051,,7019,D
Sources and Sinks,PROGRAMMING,2700,"['bitmasks', 'brute force', 'dfs and similar']",1036,,359,G
Vasya and Good Sequences,PROGRAMMING,2000,"['bitmasks', 'dp']",1030,2000.0,2952,E
The Wu,PROGRAMMING,1900,"['bitmasks', 'brute force', 'data structures']",1017,1500.0,3308,D
Xor-Paths,PROGRAMMING,2100,"['bitmasks', 'brute force', 'dp', 'meet-in-the-middle']",1006,,4554,F
Open Communication,PROGRAMMING,1900,"['bitmasks', 'brute force']",993,1000.0,1927,B
Clear The Matrix,PROGRAMMING,2200,"['bitmasks', 'dp']",903,,618,F
Magic Breeding,PROGRAMMING,2900,['bitmasks'],878,2000.0,637,D
Danil and a Part-time Job,PROGRAMMING,2000,"['bitmasks', 'data structures', 'trees']",877,2250.0,4185,E
Salazar Slytherin's Locket,PROGRAMMING,2200,"['bitmasks', 'dp']",855,2500.0,1586,E
Guards In The Storehouse,PROGRAMMING,2500,"['bitmasks', 'dp']",845,,410,F
Choosing The Commander,PROGRAMMING,2000,"['bitmasks', 'data structures', 'trees']",817,,2656,E
"Sagheer, the Hausmeister",PROGRAMMING,1600,"['bitmasks', 'brute force', 'dp']",812,1000.0,5054,B
Paths in a Complete Binary Tree,PROGRAMMING,1900,"['bitmasks', 'trees']",792,,2874,D
Varying Kibibits,PROGRAMMING,2700,"['bitmasks', 'dp']",772,2250.0,562,D
Felicity's Big Secret Revealed,PROGRAMMING,2200,"['bitmasks', 'dp']",757,2000.0,1263,D
Hongcow Buys a Deck of Cards,PROGRAMMING,2400,"['bitmasks', 'brute force', 'dp']",744,1750.0,979,C
New Year Tree,PROGRAMMING,2100,"['bitmasks', 'data structures', 'trees']",620,,5061,E
Sandy and Nuts,PROGRAMMING,2600,"['bitmasks', 'dp', 'trees']",599,3000.0,610,E
Kefa and Dishes,PROGRAMMING,1800,"['bitmasks', 'dp']",580,2000.0,9006,D
Raising Bacteria,PROGRAMMING,1000,['bitmasks'],579,250.0,55061,A
Preparing Olympiad,PROGRAMMING,1400,"['bitmasks', 'brute force']",550,750.0,18976,B
Remembering Strings,PROGRAMMING,2500,"['bitmasks', 'dp']",543,1750.0,1344,C
Simplified Nonogram,PROGRAMMING,2400,"['bitmasks', 'dp', 'hashing', 'meet-in-the-middle']",534,3000.0,433,F
Misha and XOR,PROGRAMMING,2700,['bitmasks'],504,2500.0,296,D
Little Pony and Harmony Chest,PROGRAMMING,2000,"['bitmasks', 'brute force', 'dp']",453,1000.0,4490,B
2048,PROGRAMMING,2000,"['bitmasks', 'dp']",413,2000.0,742,D
New Year Letter,PROGRAMMING,2000,"['bitmasks', 'brute force', 'dp']",379,2000.0,1476,D
Sereja and Sets,PROGRAMMING,2400,"['bitmasks', 'dfs and similar']",367,2000.0,613,D
Xenia and Dominoes,PROGRAMMING,2100,"['bitmasks', 'dfs and similar', 'dp']",342,2000.0,484,D
Sausage Maximization,PROGRAMMING,2200,"['bitmasks', 'data structures', 'trees']",282,2500.0,3316,E
The Minimum Number of Variables,PROGRAMMING,2200,"['bitmasks', 'dp']",279,2000.0,674,D
Undoubtedly Lucky Numbers,PROGRAMMING,1600,"['bitmasks', 'brute force', 'dfs and similar']",244,1000.0,4330,B
The Brand New Function,PROGRAMMING,1600,['bitmasks'],243,500.0,3760,A
XOR on Segment,PROGRAMMING,2000,"['bitmasks', 'data structures']",242,2500.0,8260,E
Brand New Problem,PROGRAMMING,2600,"['bitmasks', 'brute force', 'dp']",201,2000.0,386,D
Compatible Numbers,PROGRAMMING,2200,"['bitmasks', 'brute force', 'dfs and similar', 'dp']",165,2500.0,6083,E
Arrangement,PROGRAMMING,2400,"['bitmasks', 'dp']",107,1500.0,359,C
Two Subsequences,PROGRAMMING,2800,"['bitmasks', 'dp']",83,2500.0,448,E
Nuclear Fusion,PROGRAMMING,2200,"['bitmasks', 'dp']",71,2500.0,661,E
Dead Ends,PROGRAMMING,2500,"['bitmasks', 'dp']",53,2500.0,894,E
Looking for Order,PROGRAMMING,2000,"['bitmasks', 'dp']",8,,3159,C
Minimum Hamming Distance,PROGRAMMING,3500,['dp'],1943,4500.0,38,F
Prefix Max Set Counting,PROGRAMMING,3100,"['data structures', 'dp', 'trees']",1930,3500.0,193,G
Anji's Binary Tree,PROGRAMMING,1300,"['dfs and similar', 'dp', 'trees']",1900,1250.0,9973,C
Doremy's Drying Plan (Hard Version),PROGRAMMING,2600,"['data structures', 'dp']",1889,1500.0,853,C2
Block Sequence,PROGRAMMING,1500,['dp'],1881,,11092,E
Jellyfish and Mex,PROGRAMMING,1600,['dp'],1875,1250.0,7181,D
Jellyfish and Inscryption,PROGRAMMING,3500,['dp'],1874,5000.0,64,G
Jellyfish and OEIS,PROGRAMMING,3500,['dp'],1874,4000.0,138,F
Jackets and Packets,PROGRAMMING,2800,['dp'],1866,,255,J
Elevators of Tamem,PROGRAMMING,2700,['dp'],1866,,262,E
Goldberg Machine 3,PROGRAMMING,3500,"['dp', 'trees']",1863,3500.0,69,H
Balanced String,PROGRAMMING,2200,['dp'],1860,,2716,D
PermuTree (easy version),PROGRAMMING,1800,"['dfs and similar', 'dp', 'trees']",1856,1500.0,4797,E1
Mark and Spaceship,PROGRAMMING,3500,"['brute force', 'dp']",1854,3250.0,97,F
Tenzing and Balls,PROGRAMMING,1500,['dp'],1842,1000.0,11267,C
The Third Grace,PROGRAMMING,3200,"['data structures', 'dp']",1830,3500.0,209,F
Mex Tree,PROGRAMMING,2800,"['brute force', 'dp', 'trees']",1830,2250.0,564,D
"Willy-nilly, Crack, Into Release!",PROGRAMMING,3500,"['data structures', 'dp']",1819,3000.0,119,F
Chain Chips,PROGRAMMING,2300,"['data structures', 'dp', 'matrices']",1814,,1189,E
The Maximum Prefix,PROGRAMMING,3200,['dp'],1810,3000.0,612,G
Hot Start Up (hard version),PROGRAMMING,2100,"['data structures', 'dp']",1799,750.0,2225,D2
Hot Start Up (easy version),PROGRAMMING,1900,['dp'],1799,1500.0,3969,D1
Multitest Generator,PROGRAMMING,2300,"['brute force', 'dp']",1798,2250.0,1471,E
Sum Over Zero,PROGRAMMING,2200,"['data structures', 'dfs and similar', 'dp']",1788,2500.0,2419,E
Crossing the Railways,PROGRAMMING,3500,"['data structures', 'dp']",1776,,59,E
Lisa's Sequences,PROGRAMMING,3500,['dp'],1773,,26,L
Count Binary Strings,PROGRAMMING,2100,"['data structures', 'dp']",1767,,2465,C
Sending a Sequence Over the Network,PROGRAMMING,1600,['dp'],1741,,10461,E
Journey,PROGRAMMING,2500,"['dp', 'trees']",1725,,352,J
Infected Tree,PROGRAMMING,1600,"['dfs and similar', 'dp', 'trees']",1689,1250.0,10316,C
Tokitsukaze and Strange Inequality,PROGRAMMING,1600,"['brute force', 'data structures', 'dp']",1677,500.0,8029,A
Sorting Pancakes,PROGRAMMING,2300,['dp'],1675,,1553,G
Optimal Partition,PROGRAMMING,2100,"['data structures', 'dp']",1667,1000.0,3419,B
Road Optimization,PROGRAMMING,1700,['dp'],1625,1500.0,9890,C
Tree Queries,PROGRAMMING,2800,"['brute force', 'dp', 'trees']",1606,,504,F
Omkar and Determination,PROGRAMMING,1700,"['data structures', 'dp']",1583,1500.0,6762,C
Minimal Coverage,PROGRAMMING,2200,['dp'],1579,,2228,G
Divisible by Twenty-Five,PROGRAMMING,1800,"['brute force', 'dfs and similar', 'dp']",1575,,2366,D
AquaMoon and Potatoes,PROGRAMMING,3500,"['brute force', 'data structures', 'dp']",1545,4000.0,99,F
AquaMoon and Time Stop (hard version),PROGRAMMING,3500,"['data structures', 'dp']",1545,2000.0,78,E2
AquaMoon and Time Stop (easy version),PROGRAMMING,3500,"['data structures', 'dp']",1545,2000.0,73,E1
Turing's Award,PROGRAMMING,3400,"['data structures', 'dp']",1530,4750.0,126,H
Hopping Around the Array ,PROGRAMMING,3500,"['data structures', 'dp']",1523,3250.0,232,H
Add One,PROGRAMMING,1600,"['dp', 'matrices']",1513,1500.0,12972,C
Hard Optimization,PROGRAMMING,3200,['dp'],1510,,93,H
Cupboards Jumps,PROGRAMMING,3500,['dp'],1500,3000.0,323,F
Planar Reflections,PROGRAMMING,1600,"['brute force', 'data structures', 'dp']",1498,1750.0,9078,C
Distinctive Roots in a Tree,PROGRAMMING,2500,"['data structures', 'dfs and similar', 'dp', 'trees']",1467,2500.0,1320,E
Glass Half Spilled,PROGRAMMING,2000,['dp'],1458,1000.0,3353,B
Forbidden Value,PROGRAMMING,2900,"['data structures', 'dp']",1455,,393,G
Even Harder,PROGRAMMING,2700,['dp'],1453,3500.0,792,F
Zero Remainder Sum ,PROGRAMMING,2100,['dp'],1433,,5789,F
The Hard Work of Paparazzi,PROGRAMMING,2000,['dp'],1427,1000.0,5439,C
Cakes for Clones,PROGRAMMING,2900,['dp'],1415,3000.0,394,F
Unmerge,PROGRAMMING,1800,['dp'],1381,1500.0,8441,B
Strange Addition,PROGRAMMING,2600,"['data structures', 'dp', 'matrices']",1380,,746,F
Decreasing Heights,PROGRAMMING,2200,"['brute force', 'dp']",1353,,3034,F
Independent Set,PROGRAMMING,2500,"['dfs and similar', 'dp', 'trees']",1332,2250.0,971,F
Assigning Fares,PROGRAMMING,3500,"['dp', 'trees']",1322,3000.0,87,F
Autocompletion,PROGRAMMING,2600,"['data structures', 'dfs and similar', 'dp']",1312,,741,G
Strange Function,PROGRAMMING,2900,['dp'],1310,2250.0,261,E
Animal Observation (easy version),PROGRAMMING,2300,"['data structures', 'dp']",1304,2000.0,1515,F1
